customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,SupportCalls,Churn
2227-HJNER,Male,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,235.66,1,No
2228-SOFKU,Male,0,Yes,No,44,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),75.24,3349.28,0,No
2229-KTTUR,Female,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Mailed check,77.27,42.59,1,No
2230-YRJBZ,Female,0,Yes,No,11,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),50.83,591.35,1,No
2231-INSJW,Female,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),73.26,378.34,2,No
2232-DFNDZ,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),72.57,258.08,1,No
2233-OPGQS,Female,1,No,Yes,10,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,68.25,667.43,2,No
2234-SQFKP,Male,0,Yes,No,45,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,60.93,2705.73,1,Yes
2235-YHKGZ,Female,0,Yes,No,72,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),41.79,3024.38,1,No
2236-XVYSZ,Male,1,No,No,23,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,50.19,1276.88,1,Yes
2237-JIDWO,Male,0,No,No,13,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,74.45,977.3,0,No
2238-MYBBP,Male,0,Yes,No,56,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,28.79,1593.56,2,Yes
2239-IMCIM,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.0,66.71,0,No
2240-UVBHI,Female,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,34.78,95.48,1,Yes
2241-PBFVH,Male,0,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.19,332.31,3,No
2242-ZEIAI,Male,0,Yes,No,19,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),89.09,1720.69,2,No
2243-JWDCJ,Male,0,Yes,No,51,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,66.59,3429.88,3,No
2244-OKNFL,Male,0,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),22.4,1556.92,0,No
2245-MQPCB,Male,0,Yes,No,24,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,77.5,1876.14,1,No
2246-KICRT,Female,0,Yes,No,21,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),39.58,776.37,1,No
2247-ONBQV,Male,1,No,No,7,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,66.09,410.01,4,No
2248-ZHJZR,Female,0,Yes,No,19,No,No phone service,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),58.12,1165.66,1,No
2249-YSHHC,Male,0,No,No,72,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),66.71,4880.32,1,Yes
2250-CLVQD,Male,0,Yes,No,15,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,47.52,748.22,1,No
2251-QNSIU,Female,0,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),38.78,296.93,2,Yes
2252-LEKTC,Female,0,Yes,No,13,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,76.39,996.53,4,No
2253-UONKT,Male,1,No,Yes,23,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),31.24,752.41,1,Yes
2254-HDLHF,Female,0,No,No,29,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,72.45,2098.18,3,Yes
2255-OLPPU,Female,0,Yes,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.0,252.01,0,No
2256-TTDKM,Male,0,Yes,No,45,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),32.89,1497.73,0,No
2257-IDLIM,Male,0,No,No,28,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,56.69,1496.17,2,No
2258-PZFJM,Male,0,No,No,35,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,69.05,2316.09,0,Yes
2259-GZSXS,Female,0,No,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,1137.2,1,No
2260-QMMZU,Male,1,No,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),33.78,2212.8,1,No
2261-BJVMZ,Male,0,No,No,7,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),35.39,271.3,1,No
2262-IANPT,Female,1,Yes,Yes,31,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,63.87,2003.02,1,No
2263-OAQXM,Male,0,No,Yes,40,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),62.85,2466.89,2,No
2264-OPPBQ,Female,0,Yes,No,5,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),79.17,396.73,1,Yes
2265-KHTCL,Female,0,No,Yes,59,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,74.05,4388.2,0,No
2266-TPNPU,Male,1,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,82.22,501.29,1,No
2267-QKQSV,Female,0,No,Yes,51,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),43.84,2232.05,4,No
2268-ALORW,Female,0,No,No,5,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),31.51,115.71,2,No
2269-NAMOG,Male,1,No,No,43,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),45.27,1990.34,0,Yes
2270-OTJNF,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.0,120.44,1,No
2271-NXYVL,Male,0,No,Yes,15,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),49.43,734.01,4,No
2272-KYTVX,Male,0,No,No,4,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,65.25,260.35,1,No
2273-YSBVT,Male,0,Yes,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.87,288.39,1,No
2274-AHYNI,Male,1,Yes,No,72,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,45.08,3259.21,1,No
2275-BYWEW,Male,0,No,No,3,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),50.97,111.71,2,No
2276-YHPVP,Female,0,No,No,16,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,79.07,1323.92,2,No
2277-MTOAV,Female,0,Yes,No,36,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),62.45,2244.76,2,No
2278-CFVND,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,77.05,154.11,2,Yes
2279-ROIRC,Male,0,Yes,Yes,3,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,68.33,259.61,0,No
2280-JQGOA,Male,0,Yes,No,4,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,41.54,165.68,2,No
2281-YKQEG,Male,0,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.87,645.68,3,No
2282-SYXOC,Male,0,No,Yes,72,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,66.73,4815.34,1,No
2283-OEWLT,Female,0,No,No,55,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,76.82,4220.31,4,No
2284-ECIZI,Female,0,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,42.06,2991.01,1,Yes
2285-GZBWW,Male,0,Yes,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.0,519.99,1,No
2286-UPIMS,Male,0,Yes,No,72,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),73.42,5292.71,4,No
2287-TQFDA,Male,0,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.0,205.35,1,No
2288-RSIMH,Female,1,No,No,17,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,62.45,1070.64,1,Yes
2289-WMOKL,Female,0,Yes,No,16,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,70.13,1126.98,1,Yes
2290-NDAXD,Male,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,72.96,83.78,3,Yes
2291-SIJDT,Male,0,No,Yes,56,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),58.94,3351.44,1,No
2292-IMLKL,Female,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),78.53,116.37,1,No
2293-RLPET,Female,0,No,No,41,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Electronic check,68.58,2877.31,2,No
2294-YLUYK,Male,0,Yes,Yes,16,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Mailed check,54.8,887.22,3,No
2295-IRYCT,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),87.03,101.83,2,No
2296-QNAQY,Male,0,No,No,10,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),46.11,431.7,3,Yes
2297-HEEIC,Female,0,No,Yes,13,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),37.86,425.37,0,No
2298-SWIVR,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,49.13,3522.86,0,Yes
2299-PABNN,Female,0,No,No,34,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),44.84,1576.5,2,No
2300-AZZYP,Male,0,No,Yes,25,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,63.43,1571.65,2,Yes
2301-OZOLP,Male,0,Yes,No,4,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,36.74,179.46,1,Yes
2302-NXOWO,Male,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,22.1,269.33,3,No
2303-SHBBJ,Female,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.11,18.0,2,No
2304-CWQHW,Male,0,Yes,No,45,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),33.47,1563.38,4,No
2305-DNUJA,Female,1,No,No,5,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,32.0,204.62,1,No
2306-DAQZQ,Male,0,Yes,Yes,28,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,35.84,948.52,4,No
2307-GWTOM,Female,0,Yes,No,38,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),70.76,2694.79,2,No
2308-BSXMX,Male,1,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.0,209.36,3,No
2309-KVOJI,Female,0,No,Yes,32,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,64.32,2071.29,0,No
2310-ITAQL,Male,0,No,Yes,46,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,44.49,2094.11,1,Yes
2311-JEROF,Female,1,Yes,No,6,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,No,Mailed check,27.08,227.77,0,No
2312-GQFHL,Female,0,Yes,No,29,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Mailed check,47.83,1356.99,3,No
2313-UNLWJ,Male,0,No,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.53,963.87,2,Yes
2314-VTOGZ,Female,0,Yes,No,14,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),40.08,525.14,1,No
2315-IJJPG,Female,1,No,Yes,5,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,34.8,153.59,0,No
2316-EWCRK,Male,0,Yes,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.0,329.42,1,No
2317-OUTEX,Female,0,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,69.69,4966.77,0,No
2318-LDOIG,Male,0,Yes,No,14,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.46,994.11,2,Yes
2319-JWMHL,Male,0,Yes,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),85.26,299.21,2,Yes
2320-VXSZZ,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),63.58,119.17,2,No
2321-APVQY,Female,0,No,Yes,6,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,65.28,372.12,1,Yes
2322-RKRGR,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),65.01,322.67,1,Yes
2323-ZHFGW,Female,0,No,Yes,21,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,35.16,724.24,2,No
2324-VJKYM,Female,0,No,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.0,201.73,1,No
2325-IGIMZ,Male,0,Yes,No,58,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),46.07,2643.12,3,No
2326-CCAUT,Male,0,Yes,Yes,68,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,71.78,4915.32,1,No
2327-BYCOX,Female,0,Yes,Yes,20,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,70.96,1409.6,1,Yes
2328-FMUAT,Female,1,No,No,70,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),47.72,3370.87,1,Yes
2329-SAUVB,Female,0,No,No,19,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.52,1404.24,1,No
2330-ONSKO,Female,0,No,Yes,32,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.68,2637.81,1,Yes
2331-FTIET,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),31.15,227.21,1,No
2332-BFZRW,Male,0,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),61.42,69.36,0,No
2333-SIUXF,Male,0,No,No,5,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,66.34,310.32,2,No
2334-NZXMK,Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,60.05,484.4,3,No
2335-LSSUZ,Female,0,Yes,No,44,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,51.48,2289.36,3,No
2336-SXZMN,Female,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,22.51,132.02,0,No
2337-XRLDJ,Female,0,No,Yes,4,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,80.71,339.05,0,No
2338-QDLMD,Male,0,No,No,72,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),83.98,6019.11,0,No
2339-JYCOB,Male,1,Yes,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),25.06,886.26,3,No
2340-YYQFZ,Male,1,No,No,20,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,78.33,1601.38,2,Yes
2341-HCYRV,Male,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,83.72,257.96,1,Yes
2342-APGCW,Female,0,No,No,61,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),73.25,4498.23,2,No
2343-DIESO,Female,0,Yes,Yes,3,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),43.66,230.1,2,Yes
2344-HFRSX,Female,0,No,No,30,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,60.56,1852.01,2,No
2345-OZGJF,Female,0,Yes,No,35,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,41.2,1566.29,1,No
2346-NQISE,Female,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.92,493.15,2,No
2347-WGSTZ,Female,0,No,No,72,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Mailed check,73.05,5319.02,1,No
2348-GXBYW,Male,0,No,No,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),83.66,100.3,2,No
2349-PMHFF,Female,0,Yes,No,54,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,39.89,2091.49,0,No
2350-IDKEY,Female,0,No,No,25,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,53.23,1375.61,0,No
2351-QTGOY,Female,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.7,765.07,2,No
2352-ONMKM,Female,0,No,No,72,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),57.03,4078.42,2,No
2353-ZVXIJ,Female,0,No,No,27,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,81.09,2130.22,2,No
2354-DQNXR,Female,0,Yes,No,51,Yes,No,DSL,No,No,Yes,No,No,No,Two year,No,Mailed check,60.08,3097.25,2,No
2355-KPAGJ,Female,0,Yes,Yes,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,28.48,169.02,1,No
2356-IYCVW,Female,0,No,No,53,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,59.67,3159.97,4,No
2357-NZYOB,Male,0,Yes,No,45,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,63.09,2878.84,0,No
2358-XNPGD,Male,0,Yes,No,72,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),52.38,3833.58,1,No
2359-RXEFG,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.98,3925.4,3,Yes
2360-OZAXD,Female,1,Yes,Yes,7,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),33.46,289.49,3,No
2361-YAKRN,Male,0,No,Yes,20,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,63.89,1266.14,0,No
2362-VKJQD,Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.0,1314.19,0,No
2363-XOZPU,Male,0,No,No,32,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,34.72,1168.41,2,No
2364-MIKKF,Male,0,Yes,No,19,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,70.02,1337.89,2,No
2365-AVFMV,Female,0,No,No,3,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,49.8,121.63,2,Yes
2366-XVEOR,Female,0,No,No,13,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),66.68,837.09,1,No
2367-TNOZE,Female,1,Yes,No,35,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),70.57,2429.02,2,No
2368-ZDBGJ,Female,1,No,Yes,48,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,75.3,3615.04,2,Yes
2369-PJRQU,Male,1,Yes,No,18,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,76.81,1472.96,1,Yes
2370-MAAOA,Male,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),35.32,18.13,3,Yes
2371-FYZMA,Female,1,No,No,32,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),45.74,1441.98,2,No
2372-EIYQP,Male,0,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.09,1381.0,2,Yes
2373-HQOXA,Male,0,No,Yes,21,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),57.74,1117.27,1,No
2374-LEXFY,Male,0,Yes,Yes,72,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,No,Electronic check,50.15,3499.69,2,No
2375-AYAJJ,Female,0,Yes,No,13,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,30.47,410.17,1,Yes
2376-CQSKR,Female,0,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),37.77,2622.05,2,No
2377-BIXQN,Female,0,No,No,49,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),88.44,4382.3,0,Yes
